id,title,release_date,overview,popularity,vote_average,vote_count,Adventure,Fantasy,Animation,Drama,Horror,Action,Comedy,History,Western,Thriller,Crime,Documentary,Science Fiction,Mystery,Music,Romance,Family,War,TV Movie
947891,my old ass,2024,an 18th birthday mushroom trip brings freespirited elliott facetoface with her wisecracking 39yearold self but when elliotts old ass starts handing out warnings about what her younger self should and shouldnt do elliott realizes she has to rethink everything about family love and whats becoming a transformative summer,66.9326,6.841,330,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1426680,our times,2025,husband and wife nora and hctors scientific breakthrough lets them time travel from 1966 to 2025 as hctor struggles nora thrivesbut at what cost,68.4453,6.892,37,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
1421982,kiff lore of the ring light,2025,kiff and her friends go on an adventure to destroy a ring light of immense power,67.3309,5.6,5,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
11544,lilo  stitch,2002,as stitch a runaway genetic experiment from a faraway planet wreaks havoc on the hawaiian islands he becomes the mischievous adopted alien puppy of an independent little girl named lilo and learns about loyalty friendship and ohana the hawaiian tradition of family,65.3934,7.6,6625,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1010581,my fault,2023,noah must leave her city boyfriend and friends to move into william leisters mansion the flashy and wealthy husband of her mother rafaela as a proud and independent 17 year old noah resists living in a mansion surrounded by luxury however it is there where she meets nick her new stepbrother and the clash of their strong personalities becomes evident from the very beginning,63.9298,7.8,3711,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1100988,28 years later,2025,twentyeight years since the rage virus escaped a biological weapons laboratory now still in a ruthlessly enforced quarantine some have found ways to exist amidst the infected one such group lives on a small island connected to the mainland by a single heavilydefended causeway when one member departs on a mission into the dark heart of the mainland he discovers secrets wonders and horrors that have mutated not only the infected but other survivors as well,65.7596,7.7,9,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1241894,woodwalkers,2024,humans who can shapeshift into animals struggle to integrate with others without giving away their special abilities as a group they strive to inform and institute change in the world perspective of deforestation and the importance of natural habitats however when that cant happen they are forced to take matters into their own hands,56.8249,6.204,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
589018,savages,2024,in borneo near the tropical forest kria rescues a baby orangutang in the palm oil plantation where her father works krias cousin sela comes to live with them seeking refuge from the conflict between his indigenous tribe and the logging companies kria sela and the little orangutang now named oshi will have to fight against their forests destruction,65.0022,6.977,22,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
939243,sonic the hedgehog 3,2024,sonic knuckles and tails reunite against a powerful new adversary shadow a mysterious villain with powers unlike anything they have faced before with their abilities outmatched in every way team sonic must seek out an unlikely alliance in hopes of stopping shadow and protecting the planet,62.4555,7.714,2686,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0
82702,how to train your dragon 2,2014,five years have passed since hiccup and toothless united the dragons and vikings of berk now they spend their time charting unmapped territories during one of their adventures the pair discover a secret cave that houses hundreds of wild dragons  and a mysterious dragon rider hiccup and toothless find themselves at the center of a battle to protect berk from a powerhungry warrior,68.4745,7.674,9868,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
715287,stepmoms desire,2020,sangjin who was envious of her neighbor after getting a beautiful wife ask your wifes friend gian to take over the sons extracurricular teacher sangjin who left work early accidentally sees gians shower a man who wants to have sex with his sons tutor and a son who wants to have a good time with a young stepmom jian and jinhee who want money are disappointed with her husband and binjin gives her body to a young son,61.117,7.15,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
30484,warrior queen,1987,in ancient pompeii slaves are bought and sold for household chores and sex a mysterious queen moves among the elite meantime secretly helping the slaves to escape eventually her life is also in jeopardy and as the volcano erupts she and the slaves attempt to escape while being chased by the military,40.9902,3.4,30,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
568770,the containment,2025,a girl is possessed by a dark and mysterious entity she will fight with all the elements at her disposal to get rid of it neither her mother nor traditional medicine nor a supposed expert in exorcisms will be able to make the demon disappear until a nun gets involved in the case and sows a doubt more terrible than the possession itself,51.8172,7.538,13,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
977294,tin soldier,2025,an exspecial forces operative seeks revenge against a cult leader who has corrupted his former comrades the shinjas this leader known as the bokushi promises veterans a purpose and protection but is revealed to be a destructive influence the exsoldier nash cavanaugh joins forces with military operative emmanuel ashburn to infiltrate the bokushis fortress and expose his reign of terror,54.0221,4.9,55,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1233069,exterritorial,2025,when her son vanishes inside a us consulate exspecial forces soldier sara does everything in her power to find him  and uncovers a dark conspiracy,50.6909,6.756,475,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
896536,the legend of ochi,2025,in a remote village on the island of carpathia a shy farm girl named yuri is raised to fear an elusive animal species known as ochi but when yuri discovers a wounded baby ochi has been left behind she escapes on a quest to bring him home,49.9396,6.386,123,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
762509,mufasa the lion king,2024,mufasa a cub lost and alone meets a sympathetic lion named taka the heir to a royal bloodline the chance meeting sets in motion an expansive journey of a group of misfits searching for their destiny,52.2563,7.392,2205,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7451,xxx,2002,xander cage is your standard adrenaline junkie with no fear and a lousy attitude when the us government recruits him to go on a mission hes not exactly thrilled his mission to gather information on an organization that may just be planning the destruction of the world led by the nihilistic yorgi,57.1179,5.945,4437,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
1040159,my massive cock,2022,an extralarge penis is an object of desire for many but for some men extralarge seriously complicates their lives and relationships and penis reduction surgery seems the only answer,44.9082,5.8,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1022787,elio,2025,elio a space fanatic with an active imagination finds himself on a cosmic misadventure where he must form new bonds with eccentric alien lifeforms navigate a crisis of intergalactic proportions and somehow discover who he is truly meant to be,49.9183,7.4,12,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
1426306,titan the oceangate submersible disaster,2025,oceangates titan tourist submersible imploded in 2023 on a deepsea dive to the titanic this documentary details how a bold vision ended in tragedy,49.8385,7.095,63,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
56379,beach house,1977,summer sunday at a small beach house at the coast of rome many people and stories womens basketball team two sportsobsessed soldiers two men with their girlfriends and the priest with a big secret an elderly couple with their pregnant granddaughter and engagemented couple wanting to have sex for the first time,49.1376,6.474,65,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
950396,the gorge,2025,two highly trained operatives grow close from a distance after being sent to guard opposite sides of a mysterious gorge when an evil below emerges they must work together to survive what lies within,48.241,7.711,2703,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
1303162,cells at work,2024,a novice red blood cell and a relentless white blood cell work together to protect their human from invading germs pathogens and other threats,48.07,7.524,21,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1136867,materialists,2025,a young ambitious new york city matchmaker finds herself torn between the perfect match and her imperfect ex,47.7239,7.2,25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1094473,bambi a life in the woods,2024,the life of bambi a male roe deer from his birth through childhood the loss of his mother the finding of a mate the lessons he learns from his father and the experience he gains about the dangers posed by human hunters in the forest,47.3987,6.036,28,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
897160,brave citizen,2023,an expelled boxing champion who now is a highschool teacher witnesses intolerable violence and throws her first punch to build justice against it while putting on a mask,45.6498,6.947,47,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1022789,inside out 2,2024,teenager rileys mind headquarters is undergoing a sudden demolition to make room for something entirely unexpected new emotions joy sadness anger fear and disgust whove long been running a successful operation by all accounts arent sure how to feel when anxiety shows up and it looks like shes not alone,45.6368,7.553,5922,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1234821,jurassic world rebirth,2025,five years after the events of jurassic world dominion covert operations expert zora bennett is contracted to lead a skilled team on a topsecret mission to secure genetic material from the worlds three most massive dinosaurs when zoras operation intersects with a civilian family whose boating expedition was capsized they all find themselves stranded on an island where they come facetoface with a sinister shocking discovery thats been hidden from the world for decades,45.5036,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1156593,your fault,2024,the love between noah and nick seems unwavering despite their parents attempts to separate them but his job and her entry into college open up their lives to new relationships that will shake the foundations of both their relationship and the leister family itself,45.066,7.132,1277,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
170,28 days later,2002,twentyeight days after a killer virus was accidentally unleashed from a british research facility a small group of london survivors are caught in a desperate struggle to protect themselves from the infected carried by animals and humans the virus turns those it infects into homicidal maniacs  and its absolutely impossible to contain,44.2571,7.238,7196,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1297028,rosario,2025,wall street stockbroker rosario fuentes returns to her grandmothers apartment after her sudden death while sorting through her belongings rosario discovers a hidden chamber thats filled with occult artifacts tied to dark generational rituals as supernatural occurrences begin to plague her she must confront her familys buried secrets and face the truth about the sacrifices and choices they made,44.0842,5.4,39,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
533535,deadpool  wolverine,2024,a listless wade wilson toils away in civilian life with his days as the morally flexible mercenary deadpool behind him but when his homeworld faces an existential threat wade must reluctantly suitup again with an even more reluctant wolverine,43.7074,7.592,7370,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
1219555,wunderschner,2025,the main thing is sexy  no matter whether thin fat what skin color young old we can all be sexy in different ways almost every woman grows up having to work on herself in order to remain desirable why what if we stopped pushing ourselves into a sexy pose with all our might what if we no longer fought for the right to be sexy but were truly free what if we stopped investing all our time and energy in being heard and the world started to hear us a modern movie about modern women and men  who might be able to find a common language,43.6118,8.219,16,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
259872,skin like sun,2009,reallife young couple wim and floor spend an afternoon in the sunwashed rooms of a crumbling home in belgium in a unique twist this artistic erotic documentary is edited in nearly realtime in the slowness we get the build the sweetness and the sexiness forget about fingersnapping fast editing slow is where its at,43.5398,5.9,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1001414,fear street prom queen,2025,who will be voted queen at shadyside highs 1988 prom for underdog lori competition is cutthroat even before someone starts killing off the candidates,43.0002,5.373,315,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1124620,the monkey,2025,when twin brothers find a mysterious windup monkey a series of outrageous deaths tear their family apart twentyfive years later the monkey begins a new killing spree forcing the estranged brothers to confront the cursed toy,42.9124,5.935,712,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1184918,the wild robot,2024,after a shipwreck an intelligent robot called roz is stranded on an uninhabited island to survive the harsh environment roz bonds with the islands animals and cares for an orphaned baby goose,42.5516,8.312,5066,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1144430,last bullet,2025,car genius lino returns to conclude his vendetta against areski and the corrupt commander who ruined their lives in this turbocharged trilogy finale,39.1099,6.617,175,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
668489,havoc,2025,when a drug heist swerves lethally out of control a jaded cop fights his way through a corrupt citys criminal underworld to save a politicians son,40.5052,6.466,830,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
1359977,conjuring the cult,2024,after discovering his bloodsoaked daughter dead in the bathtub david bryson attends a selfhelp group to help save him from his ghostly nightmares but when a group of mysterious cultlike women offer to help him resurrect his daughter davids choices will not just decide his fate but the fate of his dead daughters soul,37.949,5.581,31,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1160956,panda plan,2024,international action star jackie chan is invited to the adoption ceremony of a rare baby panda but after an international crime syndicate attempts to kidnap the bear jackie has to save the bear using his stunt work skills,40.1286,6.9,204,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1153714,death of a unicorn,2025,a father and daughter accidentally hit and kill a unicorn while en route to a weekend retreat where his billionaire boss seeks to exploit the creatures miraculous curative properties,38.6088,6.4,294,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1098006,fountain of youth,2025,a treasurehunting mastermind assembles a team for a lifechanging adventure but to outwit and outrun threats at every turn hell need someone even smarter than he is his estranged sister,41.0412,6.409,487,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1449951,blancanieves y los 7 enanitos,2025,when the queens jealousy turns deadly snow white must join forces with gnomes to fight back against her stepmothers wrath,77.5762,4.0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
710258,rust,2025,infamous outlaw harland rust breaks his estranged grandson lucas out of prison after lucas is convicted to hang for an accidental murder the two must outrun legendary us marshal wood helm and bounty hunter fenton preacher lang who are hot on their tails deeply buried secrets rise from the ashes and an unexpected familial bond begins to form as the mismatched duo tries to survive the merciless american frontier,38.4605,6.328,58,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1433735,loco por ella,2025,alvaro an optimistic young man falls in love with carla a girl who is in a mental clinic in trying to help her he learns that mental illness requires more than just a positive attitude to overcome,33.0833,7.8,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
933260,the substance,2024,a fading celebrity decides to use a black market drug a cellreplicating substance that temporarily creates a younger better version of herself,39.2478,7.145,4739,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
170,28 days later,2002,twentyeight days after a killer virus was accidentally unleashed from a british research facility a small group of london survivors are caught in a desperate struggle to protect themselves from the infected carried by animals and humans the virus turns those it infects into homicidal maniacs  and its absolutely impossible to contain,44.2571,7.2,7194,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1238307,masameer junior,2025,after a dire lesson on bad behavior three unruly sixyearolds embark on a chaotic quest for the ultimate good deed  unleashing mayhem at every turn,41.0124,7.0,4,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
967160,claudia,1985,eager to escape her highsociety life among the english elite a woman falls in love with a young musician her husband however has other plans for her,40.9646,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1186940,cheer to life,2025,jssica thati lopes is a simple young woman dedicated to her job at an antique shop in rio de janeiro but she feels her life lacks purpose everything changes when she finds a mysterious locket identical to an item she inherited from her late mother driven by the desire to understand the connection between the locket and her family history jssica teams up with gabriel rodrigo simas a distant relative who appears unexpectedly,35.3255,5.958,12,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1266860,what we wanted to be,2024,an impossible love story that begins outside a movie theater continues in a cafe and could end with the two protagonists together if real life wasnt much more complicated than the movies united by their love of cinema these two main characters decide to live the lives they dreamed of and not the lives they are destined to live in a series of encounters imagination triumphs over reality and everyday reality takes a back seat,38.9595,7.5,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1061474,superman,2025,superman a journalist in metropolis embarks on a journey to reconcile his kryptonian heritage with his human upbringing as clark kent,40.7276,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1092073,the haunting at saint josephs,2023,an engaged muslim doctor her fianc and their friends go on a holiday at st josephs guesthouse unaware that it was the site of a sacrifice of an innocent centuries before they soon come to believe that its haunted and causing them to go crazy as their emotions spiral out of control,34.0497,4.5,12,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
299536,avengers infinity war,2018,as the avengers and their allies have continued to protect the world from threats too large for any one hero to handle a new danger has emerged from the cosmic shadows thanos a despot of intergalactic infamy his goal is to collect all six infinity stones artifacts of unimaginable power and use them to inflict his twisted will on all of reality everything the avengers have fought for has led up to this moment  the fate of earth and existence itself has never been more uncertain,35.6349,8.236,30624,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
676685,panda bear in africa,2024,a young adventurous panda travels from china to africa to rescue his best friend jielong the dragon who has been kidnapped on his journey he discovers a strange amazing new world of mountains deserts and jungles,33.4457,6.849,53,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
